timestamp,loc,status,PM2_5,PM10
2019-11-24 19:19:43,Lubartów ul. Lubelska 36B,Dobry,24,28
2019-11-24 19:19:43,Lubartów ul. Słowackiego 14,Umiarkowany,41,49
2019-11-24 19:19:43,Lubartów ul. Chmielna,Dostateczny,61,75
2019-11-24 19:19:43,Lubartów ul. Kosmonautów,Dostateczny,82,92
2019-11-24 19:19:43,Lubartów ul. Szulca,Dobry,20,23
2019-11-24 19:19:43,Lubartów ul. Przechodnia,Umiarkowany,57,65
