timestamp,loc,status,PM2_5,PM10
2019-11-23 16:14:58,Lubartów ul. Lubelska 36B,Dobry,22,26
2019-11-23 16:14:58,Lubartów ul. Słowackiego 14,Dobry,35,39
2019-11-23 16:14:58,Lubartów ul. Chmielna,Dostateczny,75,90
2019-11-23 16:14:58,Lubartów ul. Kosmonautów,Zły,89,105
2019-11-23 16:14:58,Lubartów ul. Szulca,Dobry,31,34
2019-11-23 16:14:58,Lubartów ul. Przechodnia,Umiarkowany,49,55
