timestamp,loc,status,PM2_5,PM10
2019-11-23 17:07:29,Lubartów ul. Lubelska 36B,Dobry,22,25
2019-11-23 17:07:29,Lubartów ul. Słowackiego 14,Dobry,36,40
2019-11-23 17:07:29,Lubartów ul. Chmielna,Dostateczny,75,91
2019-11-23 17:07:29,Lubartów ul. Kosmonautów,Bardzo zły,155,180
2019-11-23 17:07:29,Lubartów ul. Szulca,Dobry,23,25
2019-11-23 17:07:29,Lubartów ul. Przechodnia,Umiarkowany,43,48
