timestamp,loc,status,PM2_5,PM10
2019-11-11 19:44:14,Lubartów ul. Lubelska 36B,Umiarkowany,50,64
2019-11-11 19:44:14,Lubartów ul. Słowackiego 14,Zły,84,98
2019-11-11 19:44:14,Lubartów ul. Chmielna,Bardzo zły,200,222
2019-11-11 19:44:14,Lubartów ul. Kosmonautów,Bardzo zły,352,455
2019-11-11 19:44:14,Lubartów ul. Szulca,Zły,89,101
2019-11-11 19:44:14,Lubartów ul. Przechodnia,Bardzo zły,212,252
