timestamp,loc,status,PM2_5,PM10
2019-11-11 22:38:08,Lubartów ul. Lubelska 36B,Umiarkowany,49,64
2019-11-11 22:38:08,Lubartów ul. Słowackiego 14,Zły,95,116
2019-11-11 22:38:08,Lubartów ul. Chmielna,Zły,100,111
2019-11-11 22:38:08,Lubartów ul. Kosmonautów,Bardzo zły,139,166
2019-11-11 22:38:08,Lubartów ul. Szulca,Dostateczny,74,84
2019-11-11 22:38:08,Lubartów ul. Przechodnia,Dostateczny,75,85
