timestamp,loc,status,PM2_5,PM10
2019-11-20 22:42:01,"Nieruchomości cena: 30 złDziałka budowlana, inwestycyjn Witam","Sprzedam działkę (0,97ha) położoną 5 km od Lubartowa bezpośrednio przy DK-815 (Lubartów-Parczew). Działka uzbrojona w wodę (prąd wiosna 2020). Brak miejscowego planu zagospodarowania,szybka i bezproblemowa możliwość przekształcenia na działkę budowlaną/inwestycyjną.",Możliw...  kontakt z ogłoszeniodawcą,
2019-11-20 22:42:01,Lubartów ul. Lubelska 36B,Dobry,19,22
2019-11-20 22:42:01,Lubartów ul. Chmielna,Dobry,33,37
2019-11-20 22:42:01,Lubartów ul. Kosmonautów,Dobry,35,41
2019-11-20 22:42:01,Lubartów ul. Szulca,Dobry,16,18
2019-11-20 22:42:01,Lubartów ul. Przechodnia,Dobry,15,16
