timestamp,loc,status,PM2_5,PM10
2019-11-24 16:26:59,Lubartów ul. Lubelska 36B,Dobry,26,30
2019-11-24 16:26:59,Lubartów ul. Słowackiego 14,Umiarkowany,43,51
2019-11-24 16:26:59,Lubartów ul. Chmielna,Dostateczny,79,95
2019-11-24 16:26:59,Lubartów ul. Kosmonautów,Dostateczny,67,79
2019-11-24 16:26:59,Lubartów ul. Szulca,Dobry,27,29
2019-11-24 16:26:59,Lubartów ul. Przechodnia,Umiarkowany,44,48
