timestamp,loc,status,PM2_5,PM10
2019-12-15 15:36:00,Lubartów ul. Lubelska 36B,Dobry,35,43
2019-12-15 15:36:00,Lubartów ul. Słowackiego 14,Dobry,33,39
2019-12-15 15:36:00,Lubartów ul. Kosmonautów,Zły,86,106
2019-12-15 15:36:00,Lubartów ul. Szulca,Dobry,29,33
2019-12-15 15:36:00,Lubartów ul. Przechodnia,Umiarkowany,40,45
